    xe         ye         ze        pxe        pye        pze
2.40678573 1.56374824 90.06385040 -0.05421953 0.06583089 -0.18723512
1.99465573 1.84241545 90.00608826 -0.10491821 -0.11591826 0.19049454
2.05529070 1.33236158 90.04303741 0.04497227 0.14754158 0.00555208
3.04039526 1.30672193 90.45014191 -0.03172076 -0.09212414 0.05114623
2.65318108 1.34570003 90.16514587 0.01124942 -0.04138220 0.00514997
2.67334437 1.25793922 90.02399445 -0.02849729 0.00374004 0.00163367
3.04056048 1.53470922 90.32730103 -0.00997877 -0.07739717 0.02008898
3.08156347 1.72538376 90.20739746 0.10738341 0.01242814 0.01026274
2.74527001 1.52530110 90.45587158 -0.04628468 -0.00015439 0.00340521
2.90730309 1.55285013 90.13670349 -0.02487087 -0.05414195 -0.02524732
2.88900590 1.75078261 90.20934296 -0.02120392 -0.08942102 -0.02861959
2.60998297 1.55151486 90.15603638 -0.03483665 -0.00831985 -0.05188838
3.02633810 1.43040609 90.26097107 -0.05565767 -0.02930303 0.06335452
2.85619879 1.56740117 90.02899933 -0.06608353 -0.10312043 0.02776654
2.59259748 1.76173854 90.19216156 0.06446865 -0.07906730 -0.06206340
3.05022192 1.62411726 90.07473755 0.00103317 -0.00077021 -0.05908161
2.83245063 1.44220948 90.24962616 0.07091030 0.00271891 0.07744953
2.67451739 1.50037336 90.21717072 -0.00957001 -0.05047096 0.05148953
2.94433594 1.53924644 90.49607086 0.07029656 0.06623637 -0.02552032
2.51039934 1.60764349 90.00996399 0.12682657 -0.06484960 -0.02222463
2.96245170 1.74883687 90.03174591 -0.09127620 -0.08877711 0.01508952
3.03335547 1.65233409 90.10655212 -0.06747562 -0.00591710 -0.06145531
3.03421712 1.83164060 90.47869873 0.11530057 0.00173902 -0.00219106
2.68569136 1.57662809 90.01778412 0.05147785 0.03953454 0.07561591
2.53746486 1.87324607 90.14109802 -0.03100116 0.07309235 -0.07751416
2.83022833 1.58255398 90.31744385 0.06788294 -0.00376550 0.08643451
2.78270650 1.63830888 90.29409790 -0.08942967 -0.03668683 -0.05045502
3.00950360 1.41267979 90.10628510 -0.08245142 -0.14839529 -0.02097571
2.50840902 1.41757381 90.49464417 -0.13505267 0.02965014 0.01590908
2.99363232 1.57706201 90.13488007 -0.09590010 0.02070925 -0.04375562
2.67403483 1.63190818 90.42463684 -0.04709617 0.06169380 0.04160839
2.84607100 1.36919010 90.07230377 -0.11057217 -0.02581928 -0.09617583
2.57588220 1.56273019 90.30686951 0.03766328 -0.08079706 -0.08693901
3.00065565 1.77399457 90.17446899 0.03979259 0.04357217 0.17272100
2.75559592 1.40076935 90.36776733 0.00698191 0.08705702 -0.04379687
2.65271592 1.73162425 90.13459015 0.16899559 0.04331707 0.00302342
2.62802529 1.68728697 90.44133759 0.17443323 -0.13595767 0.13797887
2.70067000 1.83605731 90.03524017 0.19298607 0.04788626 0.04351662
2.66561079 1.71045434 90.40915680 0.00587355 -0.08799699 -0.10159392
3.02348876 1.43292058 90.47657776 -0.14761671 0.05285199 -0.02242099
2.54844832 1.34025753 90.39585114 -0.09025326 -0.04875088 -0.13573863
3.01437902 1.86569035 90.44540405 -0.16469009 -0.02984492 0.01448925
2.96741343 1.66913617 90.44697571 -0.09290686 0.00982055 -0.12302773
3.11310554 1.39623964 90.06440735 -0.08710260 0.13308050 -0.07901435
3.01257753 1.42892587 90.30956268 -0.18682529 0.01743168 0.11852840
3.06496906 1.30373120 90.07112122 -0.05207478 0.11958882 -0.05548032
3.08094978 1.83192527 90.40302277 0.01085481 -0.14376239 -0.17221335
3.14899254 1.29617178 90.24267578 0.05601729 -0.01349668 0.08309402
3.64016533 1.45438898 90.23419189 0.04383144 0.07225776 0.05665941
3.63795137 1.36429930 90.18764496 0.03571602 0.00951074 0.03858111
3.42805362 1.37052310 90.26491547 0.01082332 -0.00817832 0.04005518
3.59011269 1.57162118 90.16740417 0.05836692 0.03353143 -0.00046467
3.53498006 1.77107859 90.17990875 0.03694176 -0.00089747 0.00089289
3.54749775 1.78345788 90.24391174 0.08644748 -0.03496124 0.04033477
3.17619038 1.31371498 90.22622681 -0.06707890 -0.04995316 0.01856185
3.69620633 1.76872396 90.27764893 0.01002810 -0.00898902 0.01925484
3.67857122 1.47898591 90.31915283 -0.02386582 0.00258207 -0.00553707
3.53243804 1.28236175 90.45156097 -0.01192138 -0.09874307 -0.01929655
3.26990128 1.41159523 90.45477295 0.06593569 -0.08278221 -0.02224086
3.41934991 1.64279282 90.42383575 -0.00775545 0.01222183 -0.03999728
3.41876125 1.85183215 90.48178101 0.09216333 -0.00802504 -0.02340365
3.19900417 1.71222806 90.48289490 -0.03671569 -0.04821038 -0.03043099
3.65600610 1.71895647 90.04202271 -0.02667074 -0.04286563 -0.02827794
3.20281196 1.41037822 90.09107208 0.06419088 -0.07228604 -0.05628379
3.52362514 1.41389215 90.40462494 0.07332986 0.01514486 -0.03181049
3.74133039 1.57778597 90.22525024 0.05335087 -0.03861949 -0.08490290
3.68789387 1.38157654 90.40026093 -0.02422891 -0.00349247 -0.01834977
3.71187115 1.69011652 90.16819000 0.03748984 -0.01951924 -0.03141279
3.49495769 1.63237417 90.14712524 0.07010426 0.00507007 -0.05918343
3.42406368 1.76455808 90.09690094 0.02039439 0.07068036 0.09989017
3.17703962 1.64537203 90.44145966 -0.04169190 0.06436482 0.01834935
3.42468381 1.28712857 90.01103973 -0.06303678 -0.04476455 0.03259511
3.70093226 1.33087134 90.49416351 0.03359250 -0.08795780 0.07917943
3.25271487 1.49853706 90.36501312 0.00119733 -0.04717079 0.11865439
3.57060719 1.82156205 90.10692596 -0.02481357 -0.00287163 -0.10832374
3.57777548 1.32691586 90.00391388 -0.00319489 0.05106220 0.04324222
3.43476176 1.54585540 90.13220215 0.11882872 0.03341643 -0.04138302
3.55617929 1.86669970 90.36443329 0.00864643 0.07964835 -0.06234311
3.68789268 1.81581867 90.01143646 0.07993618 -0.09452013 -0.07278886
3.41313720 1.63115025 90.09404755 -0.03697271 -0.16291344 0.03152964
3.64612293 1.56310654 90.03081512 0.13032003 0.04124096 0.01990970
3.41049099 1.60750163 90.28156281 0.05005793 -0.05857913 0.08062827
3.70893073 1.47581911 90.07503510 0.01571766 -0.03662384 -0.07085697
3.35962772 1.29665399 90.42897034 -0.05496755 -0.08699781 -0.01237950
3.31845069 1.49616456 90.43338013 -0.06007363 0.01290195 -0.07719528
3.21947074 1.41261327 90.40391541 -0.00630600 0.05897592 0.00102526
3.52454209 1.65976894 90.07061005 0.01551468 -0.17752716 0.02762263
3.24678326 1.61990571 90.04291534 -0.00599502 -0.03186665 -0.09754931
3.24943209 1.65118873 90.18180084 -0.07438786 -0.05737589 -0.02982261
3.56500793 1.37955296 90.38790894 0.00857345 0.00907585 0.13995749
3.73438358 1.72419477 90.44363403 -0.02824996 -0.13682818 0.11591922
3.20032048 1.43812799 90.37126923 0.02899273 -0.05427680 0.12736714
3.37926865 1.86359310 90.04120636 -0.07436803 0.06349494 0.06949291
3.35090780 1.56203330 90.32435608 -0.07390991 -0.07697670 -0.04081480
3.60140181 1.39316905 90.32666779 -0.07757911 -0.03491556 -0.03745702
3.20710135 1.73361182 90.16441345 0.04362744 0.10217617 0.06395448
3.36706996 1.54539156 90.00611115 0.09573141 -0.08211081 0.09964415
3.49882507 1.41435039 90.15619659 -0.00111866 0.05313898 -0.11665362
3.39698911 1.41403782 90.33972168 -0.09410346 -0.13699810 -0.03972536
3.50954485 1.48113286 90.20402527 0.13078402 -0.02808458 -0.12821239
3.60705018 1.45327187 90.05139923 -0.10367769 -0.08005793 -0.03065138
3.31020856 1.37393069 90.40189362 -0.10475163 -0.00025307 -0.13105947
3.18382406 1.87435138 90.46372223 -0.12635966 -0.15927865 0.06223450
3.66437554 1.29858744 90.03001404 -0.12290747 0.01458021 0.01207243
3.36408019 1.60896182 90.00946045 -0.03612765 -0.05291633 0.16009754
3.47410035 1.28571403 90.18135834 -0.04344534 0.13040069 0.02225003
3.47237968 1.56467688 90.12319183 0.15749970 0.15964778 0.00828084
3.69292426 1.25663435 90.09626770 0.12802532 0.13523148 0.01718946
4.08296204 1.68872547 90.05754852 0.03159691 -0.03470882 0.03580883
4.00571680 1.25298941 90.25575256 0.04838521 0.00953602 0.07527170
4.26042366 1.57842517 90.05319977 0.03383452 -0.00322115 0.05174562
4.31300879 1.44930565 90.45004272 -0.00009983 0.00183754 0.10278194
4.36334372 1.54713356 90.45182800 -0.02866822 -0.03332967 0.04610953
4.00263691 1.65622985 90.45990753 0.01593218 -0.11867351 0.01559145
3.81491303 1.31932950 90.44228363 0.06350416 -0.06992909 -0.02965456
4.30874443 1.43621635 90.37315369 -0.00457803 -0.03185418 0.01516394
4.28044987 1.43872714 90.04747772 0.08212283 0.02833783 0.01041116
4.16080618 1.76520276 90.07425690 0.00878341 -0.03453816 -0.03637718
3.99207807 1.40672147 90.31926727 0.09023307 0.03113547 -0.03431532
4.22820568 1.45384121 90.31376648 0.09260979 0.01026738 -0.03892291
3.88929582 1.45319140 90.07038116 0.06106489 0.01496969 -0.05854286
4.24060535 1.35370111 90.36495209 0.03153430 0.03325146 -0.04074052
4.35964203 1.51323938 90.39930725 -0.03744912 0.06618110 0.05256271
4.24058485 1.79312360 90.01278687 0.00955500 0.01400626 0.04424428
3.85962129 1.52645457 90.46732330 0.03015320 -0.10787839 0.08406213
3.77077961 1.44685745 90.30268097 -0.03743517 -0.09459375 0.07139416
4.21946001 1.40999472 90.21512604 -0.01496173 0.06128534 -0.05342717
4.03288698 1.56431639 90.06872559 0.11713710 -0.01152121 -0.05953264
4.07742643 1.37218142 90.23558044 0.01988315 0.06619640 0.01785177
4.12330198 1.34982312 90.43334961 0.17348661 0.02944462 0.04590379
4.17529106 1.35202169 90.23577118 0.06862417 -0.00752113 -0.08262289
3.82974029 1.42253053 90.33035278 0.02049670 0.08967656 -0.02730395
4.36529350 1.55965030 90.40472412 -0.01016201 -0.05906142 -0.00439131
4.29414415 1.44278419 90.03505707 -0.00128031 0.04370655 -0.01925057
4.17040682 1.63040006 90.36488342 0.03043160 -0.00120543 -0.09911113
4.35658026 1.78775156 90.10360718 0.03089938 -0.21216334 -0.06276459
4.33344126 1.34021783 90.28887939 0.04906560 0.01414368 -0.10232557
4.28216410 1.32026649 90.42007446 0.01712293 -0.00204110 0.13848452
3.77356768 1.35319090 90.48320007 0.11617295 0.02954603 -0.13233776
4.35367918 1.75639510 90.10375214 -0.02763526 0.00962867 -0.03047561
3.91926718 1.79848683 90.21656799 -0.04391280 0.11662971 -0.03064094
4.04410887 1.73414409 90.25283051 0.03458498 0.09139024 0.13856018
3.84813094 1.51717484 90.01108551 -0.08022431 -0.04258414 -0.11304776
4.27719736 1.56321001 90.32260895 -0.06094000 0.01383204 -0.02186647
3.79999471 1.50837123 90.22071838 -0.05249955 0.04633001 -0.14022005
4.12228394 1.64325297 90.10645294 -0.05093381 0.00813204 0.13259406
3.97217202 1.55752480 90.23484802 -0.04402289 -0.11018316 -0.15238537
4.17057133 1.29103196 90.27924347 0.01951638 0.03307502 -0.15610740
4.32067490 1.54830313 90.36300659 -0.07545595 0.03561871 -0.03675941
4.34387493 1.79276860 90.22814941 -0.07281692 -0.09028582 -0.10993736
4.16026497 1.83899915 90.49293518 -0.07256622 -0.01447125 -0.05243618
4.33611155 1.59790146 90.37348175 -0.09359342 -0.03646214 -0.05936975
3.88827872 1.43668485 90.24245453 -0.06766135 -0.04510419 -0.23774132
3.78258276 1.28764069 90.40139771 -0.16224048 -0.02177604 0.10643411
3.95650244 1.48571694 90.45756531 -0.00140355 0.22381927 -0.03252951
3.80006599 1.67486548 90.37162018 -0.16182855 -0.10554066 0.02168255
4.28416157 1.61822093 90.39558411 -0.11366653 0.04324215 -0.08173735
4.26678944 1.58478189 90.06864929 -0.09647713 -0.04467045 0.08169900
4.34837246 1.27876961 90.06533813 -0.13258301 -0.01915905 -0.05508876
4.85913992 1.72476304 90.05158234 0.08670726 0.04110859 0.06403165
4.38182735 1.60840786 90.42842865 -0.01835595 0.01493218 0.05143344
4.99817753 1.77333391 90.10159302 0.05747955 -0.02312799 0.04464705
4.80017138 1.50233006 90.21957397 -0.00978198 0.01901283 0.04956227
4.91317892 1.50345504 90.13225555 0.01949366 0.02717626 -0.00640809
4.50953245 1.32791793 90.09363556 -0.00219355 0.01539775 0.05299897
4.57278776 1.33393073 90.03738403 0.03072121 0.00091048 -0.03297224
4.99255610 1.58165681 90.03848267 0.10000023 -0.04084487 -0.00529741
4.98968267 1.63465333 90.41004944 0.00706295 0.00071383 0.00257505
4.60816097 1.70410943 90.00128937 0.01932127 -0.02094830 -0.06204781
4.59283972 1.42041671 90.41619110 0.01292823 0.00396048 -0.01406140
4.49259377 1.86330378 90.38900757 0.06698465 -0.05520591 -0.05922077
4.74998665 1.44240761 90.42716217 0.05426088 -0.02606304 -0.06654297
4.63890791 1.62186658 90.28677368 0.03314601 -0.08554135 -0.01167350
4.37700653 1.25486314 90.02818298 0.03563366 0.00179818 0.07015456
4.80930424 1.43674457 90.04019165 0.03927356 -0.11137398 0.06170883
4.56027079 1.29073548 90.06329346 0.11088187 0.04392353 -0.04218394
4.76636314 1.53943515 90.41624451 0.00893333 0.02485263 -0.07702622
4.78203726 1.44750106 90.02548218 -0.01523246 0.06143803 -0.00880615
4.38083363 1.30223095 90.11489868 0.00202442 0.02813840 0.00427386
4.50625610 1.70643485 90.10967255 -0.01717763 0.07212285 -0.01839024
4.95970058 1.60358906 90.33043671 0.21121113 -0.00388724 0.04998726
4.78962755 1.26237011 90.04794312 0.21139984 -0.00720790 -0.08299836
4.55997181 1.40943909 90.36561584 0.07847109 0.08071956 0.04710437
4.62225628 1.26324677 90.07536316 0.01738875 -0.11741766 0.07860768
4.59047508 1.31777883 90.14454651 0.21646461 -0.08727719 -0.04947922
4.54905844 1.61757505 90.13362885 0.02137719 0.07638197 -0.08731917
4.66135454 1.64613330 90.23353577 0.03088885 0.08956086 0.01642280
4.42122602 1.76800680 90.08236694 0.01462725 -0.05946598 -0.05709495
4.62028837 1.54540539 90.26638031 0.07643254 0.09780875 0.04016416
4.42113304 1.45273030 90.24649811 -0.01182140 -0.04247529 0.09691229
4.50733948 1.66718364 90.12859344 -0.00287271 0.10686938 0.08206172
4.52897406 1.80793142 90.33509064 -0.02844887 0.07781548 0.09220508
4.56458807 1.32799721 90.06409454 -0.01160751 -0.08171809 0.04972345
4.50999117 1.62714577 90.00979614 -0.02397232 0.04877269 0.06148303
4.81766939 1.26205504 90.44432068 -0.01208981 0.02849190 -0.10921036
4.45837498 1.30662811 90.36364746 -0.00744593 0.10843638 0.03145249
4.60483503 1.79556322 90.35779572 -0.01986599 0.03417671 -0.11910631
4.68248129 1.41984701 90.41802216 -0.01837417 0.10219985 0.11209497
4.50874281 1.65922761 90.16972351 0.09515166 -0.03723989 0.14959385
4.44338894 1.64455760 90.29727173 -0.01515963 0.03111744 0.18309660
4.45856142 1.65565419 90.13574982 -0.06150865 0.00405626 -0.10197265
4.44979286 1.79341650 90.21775818 0.01504169 0.13574238 0.17775950
4.84512520 1.84156966 90.06657410 0.12290286 0.15597120 0.04412070
4.46588659 1.48045897 90.01940918 -0.03819801 -0.05955428 -0.02075071
4.84000969 1.81688738 90.17825317 -0.01356811 0.02945270 0.10124477
4.59488678 1.32978046 90.07539368 -0.03057071 -0.08531950 -0.05039142
4.94119596 1.30099833 90.42443848 0.01052091 0.11723974 -0.12482435
4.77771664 1.82493472 90.47153473 -0.05641119 0.06759945 -0.01748633
4.48816013 1.52114761 90.19971466 -0.09451234 -0.10878931 -0.01975214
4.53347778 1.30074441 90.40110016 -0.09762786 0.04963222 0.01788265
4.79691744 1.82733786 90.04504395 -0.04560952 0.05325251 0.06105312
4.79334402 1.82417083 90.05368042 -0.05739071 0.13012037 -0.05528739
4.95565510 1.36740696 90.06678772 -0.01030615 0.02871181 -0.03544915
4.82022142 1.70762050 90.22837067 -0.06324080 -0.08275490 0.12809424
4.74468994 1.51639402 90.14039612 -0.11139525 -0.01061548 -0.05679604
4.95385075 1.27388632 90.45756531 -0.02895789 -0.10986070 0.01300901
4.86608219 1.54619741 90.31840515 -0.07182737 0.01785125 0.12430619
4.82864332 1.38882208 90.06297302 -0.08914626 0.09273957 0.14885111
4.96016884 1.74828720 90.01475525 -0.03210407 0.09505233 0.07405450
4.99749184 1.25972390 90.25484467 -0.11027051 0.12318119 -0.05029930
0.04794863 2.09344721 90.08159637 -0.00339211 -0.02102972 0.02715196
0.24344061 1.88141978 90.08519745 -0.11930536 -0.02909478 0.09137584
0.00802106 2.40950942 90.23284149 -0.07162330 -0.01880579 0.04979399
0.58581662 2.46358085 90.24152374 0.01329397 0.03155960 0.05858154
0.23192215 1.90006077 90.17768097 -0.04407578 -0.04864421 0.05329487
0.22268063 2.28974509 90.33432007 -0.06530739 -0.08331771 0.05690929
0.45035014 2.15663099 90.12636566 -0.01751291 0.01653904 0.01278934
0.36747125 2.09916711 90.23862457 -0.12369742 -0.02272571 -0.00374383
0.30690083 1.97659612 90.47243500 -0.01111386 0.05694037 -0.01192645
0.36518714 2.12805676 90.24267578 -0.05769300 -0.03699447 -0.03858125
0.44565615 2.35252237 90.39147186 0.01169357 0.06128179 -0.01064302
0.24402563 2.01110435 90.27705383 0.01621795 0.05288514 -0.04843063
0.15662080 2.13064480 90.10510254 -0.05746723 0.07379111 -0.00958035
0.49030909 2.24091220 90.04302216 -0.04474516 -0.00546935 -0.04677292
0.38342732 2.44588399 90.43299866 -0.08649062 -0.02475305 -0.02726437
0.55957443 1.90745938 90.11717987 -0.01220704 0.01661062 -0.06333924
0.41574851 2.12512183 90.13744354 -0.01354423 0.06750794 -0.05908320
0.40354303 1.96908689 90.31658936 0.01566850 -0.06257689 0.04588741
0.28858218 2.17826605 90.49755096 -0.05097675 0.08442384 0.01832780
0.02002770 2.29415751 90.18801880 -0.03262125 0.08160707 0.06952454
0.55453062 2.33438730 90.47916412 -0.06688232 -0.09460853 -0.04713432
0.39162511 2.04737449 90.21749878 -0.19848204 -0.03804924 0.04004846
0.48629636 2.23733330 90.23588562 0.01324036 0.10126781 -0.02569894
0.53589904 1.89656997 90.35355377 0.01885263 0.06604254 -0.02350375
0.45911947 2.42918706 90.38187408 -0.02283769 0.09733330 0.10368090
0.36493760 2.04770088 90.45287323 0.01994812 0.08929365 0.09573194
0.56032330 2.49840951 90.09226990 -0.04053107 0.11741151 0.06202400
0.39635399 2.20307088 90.31730652 -0.14830931 -0.13703662 -0.06785494
0.26092404 2.13805246 90.31689453 -0.05766304 -0.02290197 -0.11895749
0.17982805 2.18802166 90.36033630 -0.02460352 0.07453956 -0.09409483
0.12214911 1.97761464 90.07025909 -0.07350114 -0.05896219 -0.11811070
0.08931515 2.21738434 90.39202118 -0.02179195 -0.04411433 0.17155874
0.30241147 2.14729524 90.25854492 0.02347554 0.00001463 -0.10032875
0.23594655 2.37261152 90.02236176 -0.09610556 0.06155061 -0.17125134
0.21701664 1.93009400 90.30804443 0.02014902 -0.02860824 -0.04916098
0.30466926 2.39042997 90.24169159 0.03512372 -0.06271957 -0.07749470
0.24778371 2.05954528 90.01739502 0.05045877 0.14521375 0.03281926
0.43818671 2.39320469 90.30844116 0.08042499 0.09269036 0.09350091
0.30792591 1.91183162 90.28987122 0.06763270 -0.00880868 -0.03526077
0.11923403 2.45723939 90.14381409 0.02726683 -0.11656359 -0.07026716
0.18658105 2.00707221 90.22449493 0.04997780 -0.01841924 0.12479661
0.11604461 2.34634709 90.27732849 0.03060012 0.06683329 0.08713248
0.04254187 1.91320038 90.33966064 0.02791409 0.07493550 -0.13865620
0.08912192 1.99533355 90.09023285 0.07551774 -0.01375467 0.01239015
0.05345087 2.32132864 90.26854706 0.06325523 -0.14155602 0.05122742
0.09051198 2.40224433 90.16490936 0.13748476 -0.01269942 -0.05772410
0.93717259 2.40218139 90.05059052 -0.08543859 -0.00785381 0.07514044
0.95025992 2.25719476 90.18257141 -0.01566418 -0.05753440 0.04549240
0.92389858 2.22483230 90.49605560 0.00760050 -0.06377331 0.06151925
0.92671424 1.90544081 90.23913574 -0.01618539 -0.05808328 0.02492857
1.07089782 2.47285914 90.47275543 -0.06780893 0.06022837 -0.00112285
1.12771857 2.30315971 90.04447174 -0.01939609 -0.00839028 0.01156135
0.78988951 2.33265734 90.00001526 -0.02079056 -0.02384206 0.00617570
1.12929773 2.00666022 90.36449432 -0.09658922 -0.07199041 0.02022559
0.99722666 2.24519444 90.19023895 0.01893329 -0.00997816 0.00380432
1.16971660 2.24244928 90.35677338 -0.10194919 -0.05988482 -0.02016520
0.72218990 2.20556808 90.45459747 -0.03473403 -0.08283106 0.02897975
1.19592738 2.21317220 90.47576904 -0.03973651 0.00003808 -0.05212875
1.16054726 2.21019936 90.14154816 -0.02154761 0.02293034 0.00393771
0.67599195 2.16473484 90.37361145 0.03236221 -0.05791632 0.03108982
0.85594517 1.99340963 90.38176727 -0.02501330 -0.11581968 -0.00412304
1.03221405 2.17928958 90.20467377 -0.04178381 0.03372394 -0.01711500
0.68808377 2.18173981 90.24916840 -0.06642174 0.01889936 -0.00888352
0.72431821 2.04339600 90.04086304 -0.00924945 0.05355971 -0.08541217
0.86726820 2.02756810 90.26832581 -0.03353460 -0.05349495 -0.06853665
1.13143444 2.37659264 90.35800934 0.00588752 -0.05005961 -0.06271289
0.70894617 2.33889341 90.00020599 -0.12011112 -0.05066705 0.09827679
0.67034876 2.15529728 90.09019470 -0.01670802 -0.05764969 -0.08075012
0.84052533 2.43930697 90.43131256 -0.11187901 0.08498123 -0.06691436
0.93508434 2.20356226 90.04658508 -0.02568193 0.06979336 -0.03426768
1.24396503 1.90474212 90.06526947 -0.07633575 -0.07551346 0.07084626
0.89208889 2.38959241 90.35796356 -0.07678437 -0.11013722 -0.04929642
1.09664106 2.07041717 90.13931274 -0.09020152 0.08240103 -0.03225854
0.82886207 2.35672259 90.15027618 -0.08078680 0.04172794 -0.06718133
1.22223663 2.34924364 90.15438843 -0.08545367 0.07312027 -0.01491313
1.08476412 2.33654857 90.43974304 0.03790336 0.01015654 -0.08012184
0.86959833 1.89522552 90.43193817 0.01349992 -0.11782724 -0.06887095
1.00216651 2.47025299 90.04747772 0.03541511 0.06317714 -0.11052254
0.95756924 2.37324739 90.00897217 0.06196787 -0.01866408 -0.02538908
1.21833503 2.33247685 90.44015503 -0.03350407 0.10726295 0.03140889
0.62666506 2.12245893 90.33938599 -0.02069291 -0.14583276 -0.05514451
0.69515479 2.21910882 90.47998047 0.01308504 -0.15302180 0.05652137
0.72150588 2.44744873 90.02670288 -0.08930143 -0.02283124 0.12248407
0.78986239 2.48931050 90.41027832 0.03438736 -0.02260462 -0.09319814
0.77938551 1.95701158 90.00691223 0.03900122 -0.05640956 -0.07096060
0.93630445 2.46291804 90.06194305 0.03504563 -0.05124243 -0.10891601
0.98355329 2.19491434 90.17221832 0.05157785 0.10365345 -0.08689623
0.94583201 2.22252512 90.01410675 0.00414686 0.06694966 0.13053158
0.95776922 1.89098930 90.04300690 0.04198785 0.16130075 0.02488896
0.63873488 1.95185924 90.24273682 0.02665856 -0.05730364 0.12289848
0.83787423 2.16081476 90.08255005 -0.01649931 0.06100584 -0.12709859
1.15227878 2.09476018 90.20159149 0.07881224 -0.04015592 -0.05419204
1.17640674 1.93171489 90.18347931 0.07693494 0.01932789 0.02348108
1.14748132 2.07415843 90.29970551 0.08984121 0.05536319 -0.07091584
0.75904500 2.31604314 90.05659485 -0.07048018 0.05624416 -0.15489414
0.90476352 2.28660679 90.38831329 0.07827257 0.07566207 0.03868014
0.99093437 2.00929284 90.05193329 0.09809760 0.17719595 0.03018832
0.90344965 2.26807642 90.27552795 0.09619364 0.00632523 0.01998378
0.80745769 2.26678824 90.48350525 0.09369612 0.05340531 -0.11959080
0.97542036 2.16427898 90.08032227 0.12486989 0.05768013 -0.14477473
1.10043383 1.99238372 90.13265991 0.12987085 0.04417702 -0.04756249
0.71702754 2.45250273 90.06951904 0.10175993 -0.03011035 0.07288649
0.93688953 1.97146809 90.25261688 0.12399353 -0.01985326 0.06596647
0.67025322 2.40831804 90.43839264 0.13934094 -0.01506252 -0.13793020
1.53418362 2.26111054 90.00713348 -0.00795734 0.01708779 0.01171429
1.54962516 1.91561294 90.04495239 -0.08220049 -0.01517746 0.04698666
1.63356328 1.91864860 90.27547455 -0.10196967 0.01116362 0.03836175
1.66394877 2.44124842 90.06758881 0.03497117 -0.02652926 0.00904856
1.58866560 2.48357201 90.09350586 0.05487932 -0.04877842 0.05706676
1.82737148 2.23321843 90.10970306 0.05582028 -0.03624292 0.05448829
1.81490886 2.16917849 90.21868134 0.02168852 0.07358752 0.03216376
1.27258301 2.38920999 90.28343201 -0.02479912 0.00568644 0.02275595
1.37623024 2.39517975 90.25867462 -0.08917946 -0.01738561 -0.01194446
1.64933360 2.09533501 90.22222900 0.03596228 0.00303677 0.02289181
1.66769171 2.11118317 90.39184570 -0.00392919 -0.01233113 -0.02286050
1.85285366 1.90725923 90.33558655 0.02070940 0.02117524 -0.02558568
1.43400860 2.34975696 90.03759003 0.00165955 0.09313680 -0.05989150
1.65745795 2.43930840 90.31642151 0.04034945 0.07213347 -0.03267737
1.51862276 2.18396926 90.19567108 -0.01145939 0.10326070 -0.05586898
1.66849256 2.23531151 90.28869629 -0.02402368 -0.02773828 -0.07144726
1.74571717 2.00317955 90.02957153 -0.05281169 -0.01434191 -0.04606977
1.32379007 1.95133173 90.38674927 -0.09301294 -0.00361512 0.07727180
1.87172186 2.28670430 90.09132385 -0.08058407 0.05549958 0.02066890
1.33959389 2.39027667 90.04846954 -0.03170155 0.08312957 0.00002188
1.80281794 2.22520161 90.23120880 0.03402483 0.07298347 0.06366359
1.57006288 1.88167524 90.42925262 0.05085734 0.01043852 0.01156792
1.48963332 2.47492456 90.08330536 -0.12206537 0.01252787 -0.09088156
1.62218904 2.27627444 90.44105530 -0.04000693 -0.07731063 -0.00310228
1.86258376 2.20885134 90.08173370 -0.11205760 -0.00213991 0.06397376
1.51164818 2.15471792 90.11758423 -0.02234740 0.06422064 0.08313498
1.47181368 2.27282715 90.19298553 0.03876316 -0.01775768 0.05790947
1.50832593 2.25358653 90.30011749 -0.01631789 -0.03374700 -0.10230596
1.49004877 2.25465941 90.45612335 0.04123104 0.03912780 0.04992241
1.77603734 2.13741231 90.29131317 -0.02413285 -0.03693585 0.11861564
1.65314710 2.48615932 90.27754211 -0.05169604 -0.09669529 -0.04366008
1.52148342 2.33341885 90.39521790 -0.03972001 0.14312698 -0.03900922
1.40237391 1.95200694 90.41522217 0.04086507 -0.02180804 0.02907731
1.62869322 2.13862324 90.34006500 0.04099330 -0.04881161 0.01962074
1.80381966 2.01030779 90.24926758 0.08203796 -0.04901340 0.12060240
1.42153788 1.95437920 90.22502899 -0.05343533 0.11165489 0.08316340
1.49266279 2.34348416 90.31087494 0.02214199 0.03767382 -0.08364173
1.27997708 2.10281372 90.37055969 0.00622455 -0.16403194 -0.09642769
1.45778263 2.20164585 90.36747742 0.00870599 0.11572670 0.12092979
1.82041919 2.06932425 90.37757111 0.08952577 -0.01965348 -0.04990907
1.65375817 1.93408608 90.31462097 0.06448077 0.01516682 0.10015325
1.62739301 2.49105334 90.48332977 0.06054334 0.09205906 0.05059823
1.47925735 2.37907124 90.24133301 0.08839593 -0.05141065 0.03088120
1.59493876 2.49665022 90.06598663 -0.18475875 0.03405797 0.10598898
1.68831336 2.17199063 90.19691467 -0.02638881 0.05857257 0.16673659
1.67081332 2.05221128 90.47480774 0.06787591 0.08679700 -0.10188865
1.26375306 2.07780695 90.27366638 -0.10407678 0.07161222 -0.14167519
1.50613070 2.09431458 90.44547272 0.09914059 -0.01320952 0.00611974
